event_ID,event_year,event_time,event_state,latitude,longitude,phase_group,far_part,crew_cat,crew_age,crew_sex,med_certf,total_fatal,probable_cause,acft_make,acft_model,wx_cond,wind_speed,visibility,temperature
20120727X13551,2012,2014,TX,314826N,1062235W,500,121,CPLT,36,F,CL1,0,Aircraft-Aircraft handling/service-Maintenance/inspections-Scheduled maint checks-Incorrect service/maintenance - C,BOEING,737-3H4,VMC,16,10,84
20120730X73433,2012,1532,NV,355822N,0011584W,300,135,CPLT,34,,CL1,0,Aircraft-Aircraft systems-Flight control system-Elevator control system-Incorrect service/maintenance - C,PIAGGIO,P180,VMC,6,10,91
20120802X03552,2012,1509,CO,395142N,1044023W,404,121,CPLT,47,,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on operation - C,BOEING,737-924ER,VMC,19,10,73
20120802X85728,2012,1630,AK,581533N,0135711W,404,135,PLT,56,M,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained - C,PIPER,PA-32-301,VMC,6,4,55
20120807X32623,2012,1312,SC,032120N,0080360W,404,121,CPLT,33,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Decision related to condition - C,EMBRAER S.A.,ERJ 170-200 LR,IMC,8,7,81
20120811X13221,2012,1915,VA,385651N,0077270W,153,135,,,,,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot of other aircraft - C,BOMBARDIER INC,DHC-8-402,VMC,9,10,0
20120828X32908,2012,1600,AK,603414N,1511441W,507,135,PLT,53,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained,DEHAVILLAND,BEAVER U-6,VMC,5,10,45
20120830X14810,2012,2230,MO,039722N,0943534W,100,135,CPLT,,M,CL2,0,Aircraft-Aircraft structures-Doors-Cargo/baggage doors-Incorrect use/operation - C,BRITISH AEROSPACE,BAE JETSTREAM 3101,VMC,5,10,93
20120830X44613,2012,1512,,,,552,121,,,,,0,,BOEING,767,,,,0
20120906X05700,2012,1841,AK,604548N,1502310W,401,121,CPLT,44,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained,DE HAVILLAND,DHC8,VMC,10,,54
20120907X13241,2012,2030,MA,411511N,0070337W,552,135,PLT,27,,CL1,0,Aircraft-Aircraft systems-Landing gear system-Nose/tail landing gear-Fatigue/wear/corrosion - C,CESSNA,402C,VMC,14,6,75
20120911X01505,2012,1110,PA,040811N,0801725W,350,135,CPLT,40,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Decision related to condition - C,PIPER,PA-31-325,VMC,3,10,52
20120913X10433,2012,1748,,,,,121,,,,,0,,BOEING,747-47UF,,,,0
20120915X93442,2012,130,,232536S,0462848W,,121,,,,,0,,BOEING,767-332,,,,0
20120924X32520,2012,1630,NC,003500N,0007900W,404,121,CPLT,56,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS INDUSTRIE,A330-323,VMC,12,3,72
20121001X90443,2012,2030,CO,395124N,1044028W,400,135,PLT,45,,UNK,0,Aircraft-Aircraft systems-Equipment/furnishings-Buffet/galleys-Malfunction - C,CANADAIR LTD,CL-600 Challenger,VMC,9,10,79
20121005X05550,2012,110,WI,425629N,0875329W,151,121,,,M,,0,Environmental issues-Physical environment-Object/animal/substance-Ground vehicle-Effect on equipment - C,BOEING,717-200,VMC,11,10,57
20121017X14720,2012,2255,,232538S,0462848W,551,121,,,,,0,,MCDONNELL DOUGLAS,MD11,,,,0
20121018X62210,2012,130,NV,036448N,0011598W,402,121,CPLT,51,M,CL1,0,Environmental issues-Task environment-Physical workspace-Positioning/available space-Effect on personnel - C,BOEING,737-3H4,VMC,3,10,81
20121023X02243,2012,1812,MA,411511N,0070337W,100,135,CPLT,61,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear attach sec-Incorrect service/maintenance - C,CESSNA,560XL,VMC,18,8,64
20121026X74118,2012,215,AK,621914N,0150537W,552,135,PLT,68,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CESSNA,A185E,VMC,5,10,34
20121106X01157,2012,1345,KS,373653N,0972652W,401,135,PLT,52,,CL2,1,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Failure - C,CESSNA,208B,VMC,5,7,39
20121107X21801,2012,0,GA,333753N,0842557W,350,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Fatigue/wear/corrosion,BOEING,MD-88,Unk,,,0
20121118X34829,2012,207,MN,445233N,0931311W,100,135,PLT,53,,CL2,0,Aircraft-Aircraft systems-Hydraulic power system-Hyd pwr sys wiring-Fatigue/wear/corrosion - C,FAIRCHILD,SA227-AC,VMC,11,10,46
20121119X10642,2012,2018,,015713N,1454348E,350,135,PLT,26,,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,PIPER,PA-32,VMC,10,10,81
20121121X33535,2012,1530,VA,371932N,0795832W,100,135,CPLT,40,,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear attach sec-Failure - C,BEECH,C90A,VMC,0,10,46
20121130X01711,2012,58,OK,036370N,1005813W,350,135,PLT,46,,CL1,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Failure - C,CESSNA,208B,VMC,4,10,59
20121204X63622,2012,1450,AK,060240N,1662013W,350,135,CPLT,26,M,CL2,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Compressor section-Failure - C,CESSNA,208B,VMC,7,10,9
20121217X90619,2012,1550,AK,615835N,0015243W,551,135,PLT,56,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Not attained/maintained - C,DEHAVILLAND,DHC-2 MK. I(L20A),VMC,,10,0
20121219X45033,2012,125,AZ,034628N,1112816W,402,135,PLT,28,,CL1,1,Environmental issues-Conditions/weather/phenomena-Light condition-Dark-Effect on personnel - C,PIPER,PA-31-350,IMC,7,10,43
20121231X35943,2012,,,,,,121,,,,,0,,BOEING,777-222,,,,0
20121231X42414,2012,232,IL,415847N,0875438W,350,121,PLT,54,M,CL1,0,Environmental issues-Task environment-Physical workspace-(general)-Effect on personnel - C,EMBRAER,EMB-145LR,VMC,,7,32
20130103X44411,2012,815,TN,035233N,0895836W,100,121,CPLT,36,F,CL1,0,Organizational issues-Development-Design-Design of document/info-Operator - C,MCDONNELL DOUGLAS,MD-11F,IMC,15,2,34
20130104X31855,2012,1430,OH,414118N,0824829W,550,135,PLT,26,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,PIPER,PA-32-301,VMC,10,10,0
20130111X94242,2013,1430,MN,455145N,0095240W,552,135,PLT,48,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Braking capability-Incorrect use/operation - C,BEECH,65-B80,IMC,7,1,34
20130116X44104,2013,100,MI,453348N,0844934W,350,135,PLT,26,,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CESSNA,208B,VMC,10,10,27
20130128X11324,2013,1130,CO,395124N,1043937W,551,121,CPLT,52,M,CL1,0,Personnel issues-Action/decision-Action-Forgotten action/omission-Flight crew - C,MCDONNELL DOUGLAS,MD11,VMC,13,10,30
20130216X24215,2013,2115,AK,535334N,1663225W,552,135,PLT,39,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Maximum crosswind component-Capability exceeded - C,PIPER,PA-31-350,VMC,26,5,30
20130220X32821,2013,1540,GA,341524N,0825857W,402,121,CPLT,52,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot - C,BOMBARDIER INC,CL-600-2B19,Unk,,,0
20130220X51849,2013,1500,,201341N,1391211W,402,121,CPLT,56,,CL1,0,Aircraft-Aircraft systems-Communications system-Interphone-Not installed/available - F,BOEING,747-422,VMC,78,20,-80
20130220X85257,2013,2105,KY,039250N,0084408W,100,121,CPLT,29,M,CL1,0,Aircraft-Aircraft handling/service-Loading-(general)-Incorrect use/operation - C,EMBRAER,EMB-145LR,VMC,25,10,32
20130308X62710,2013,2130,AK,605756N,1612545W,402,135,PLT,56,,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip eng cyl section-Failure - C,CESSNA,207,VMC,11,10,30
20130308X64149,2013,1215,AK,059194N,0158214W,405,135,CPLT,21,,CL1,2,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low ceiling-Contributed to outcome,BEECH,1900C,IMC,17,7,34
20130312X23544,2013,1920,CA,375022N,0122012W,401,121,CPLT,30,,CL1,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Combustion section-Damaged/degraded - C,BOMBARDIER,DHC-8-402,VMC,13,10,55
20130314X14422,2013,21,GA,333812N,0842540W,551,121,CPLT,48,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew - C,BOEING,757-232,VMC,6,10,46
20130314X15433,2012,2300,NY,404638N,0735221W,500,121,CPLT,25,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment - C,BOMBARDIER INC,CL-600-2B19,VMC,,10,0
20130319X10711,2013,1730,AK,625125N,0150427W,250,135,PLT,46,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Wheel/ski/float-Failure - C,CESSNA,A185F,VMC,,10,37
20130408X10949,2013,1951,NV,036480N,0115180W,551,121,CPLT,46,,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Landing flare-Capability exceeded,AIRBUS,321,VMC,4,,79
20130423X52029,2013,1800,AK,611016N,1495932W,251,135,PLT,54,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surfa-Snow/slush/ice covered-Contributed to outcome,DEHAVILLAND,DHC-2 MK. I(L20A),VMC,6,10,7
20130425X71532,2013,2245,AK,601155N,1541929W,552,135,PLT,32,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Failure - C,BEECH,A36,VMC,10,40,36
20130429X12734,2013,1527,,345647N,0691554E,100,121,CPLT,33,,CL1,7,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Attain/maintain not possible,BOEING,747-400 BCF,VMC,7,,64
20130502X52359,2013,2324,NJ,404159N,0074957W,251,121,,,,,0,Aircraft-Aircraft handling/service-Towing and taxiing-Taxiing-Related operating info,EMBRAER,EMB-145LR,VMC,7,10,57
20130508X32011,2013,2140,AK,605621N,1643829W,509,135,PLT,30,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained - C,CESSNA,207A,VMC,6,10,39
20130511X04905,2013,1607,AZ,033262N,0112025W,202,121,CPLT,39,,CL1,0,Personnel issues-Psychological-Attention/monitoring-Monitoring other aircraft-Ground crew - C,BOEING,737-7H4,VMC,,10,77
20130515X53650,2013,1320,NY,404638N,0735221W,100,121,CPLT,26,M,CL1,0,Personnel issues-Action/decision-Action-Unneccessary action-Cabin crew - F,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,VMC,10,10,63
20130517X14847,2013,1946,TX,325348N,0097213W,800,121,CPLT,49,,CL1,0,Personnel issues-Psychological-Attention/monitoring-Monitoring environment-Cabin crew - C,AIRBUS,320,VMC,10,10,66
20130519X11737,2013,504,NJ,404133N,0074107W,500,121,CPLT,25,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Malfunction - C,BOMBARDIER,DHC8,VMC,13,10,0
20130529X24026,2013,2200,WA,483119N,0123127W,506,135,PLT,63,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Contributed to outcome - C,CESSNA,U206G,VMC,,10,63
20130604X45342,2013,2250,AK,583317N,1554623W,550,135,PLT,59,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,CESSNA,U206G,VMC,,20,50
20130605X32343,2013,2331,AK,056475N,0132345W,402,135,PLT,39,,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,DEHAVILLAND,BEAVER DHC-2 MK.1,VMC,,2,52
20130614X14844,2013,1540,TN,036717N,0864025W,250,121,CPLT,48,,CL1,0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Pilot - C,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,VMC,12,10,84
20130616X52756,2013,1530,ID,044584N,1144358W,552,135,PLT,28,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surfa-Wet-Effect on operation,CESSNA,T210N,VMC,3,10,0
20130707X14623,2013,1920,AK,602831N,0151237W,100,135,PLT,42,,CL2,10,Aircraft-Aircraft handling/service-Loading-(general)-Incorrect use/operation,DEHAVILLAND,DHC-3,VMC,6,10,54
20130710X74631,2013,1145,NV,392957N,1184456W,350,135,PLT,65,,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip engine power section-Failure - C,RAYTHEON AIRCRAFT COMPANY,A36,VMC,,10,61
20130712X61436,2013,938,GA,335436N,0084459W,404,121,CPLT,52,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,777-232,VMC,,7,73
20130719X52919,2013,1300,IL,415853N,0875424W,100,135,CPLT,49,,CL1,0,Aircraft-Aircraft handling/service-(general)-(general)-Incorrect use/operation - C,CESSNA,208B,VMC,6,10,82
20130722X94513,2013,1950,AK,584035N,1563855W,300,135,PLT,60,M,CL2,0,Environmental issues-Operating environment-Air traffic/operating proc-Traffic congestion-Not specified,CESSNA,T207A,IMC,6,10,61
20130723X13256,2013,2100,NY,404638N,0735221W,551,121,CPLT,44,,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained,BOEING,737 7H4,VMC,8,7,77
20130724X00828,2013,1940,AK,554930N,0132536W,402,135,PASS,,,,0,Aircraft-Aircraft power plant-Engine (reciprocating)-(general)-Failure - C,DEHAVILLAND,BEAVER DHC 2,VMC,5,10,61
20130806X13743,2013,115,AK,585925N,1533423W,300,135,PLT,31,,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CESSNA,U206F,VMC,,10,0
20130814X15751,2013,940,AL,333350N,0086488W,502,121,CPLT,37,,CL1,2,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained,AIRBUS,A300 - F4 622R,Unk,4,10,0
20130814X24242,2013,1935,,027112N,1073216W,400,121,,,,,0,,BOEING,737,,,,0
20130823X01729,2013,1650,ID,433351N,1161322W,552,135,PLT,64,,CL2,0,Aircraft-Aircraft systems-Landing gear system-Nose/tail landing gear-Failure - C,CESSNA,206,VMC,10,10,88
20130828X35656,2013,0,AK,615934N,0156147W,402,135,PLT,66,,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip eng cyl section-Incorrect service/maintenance - C,CESSNA,U206F,VMC,6,4,52
20130901X95021,2013,1910,CO,375711N,1075420W,552,121,CPLT,30,,CL1,0,Aircraft-Aircraft systems-Landing gear system-Landing gear actuator-Malfunction - C,BEECH,1900D,VMC,12,10,66
20130906X85732,2013,2300,AK,061555N,1543328W,301,135,PLT,31,,CL1,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot - C,CESSNA,U206G,VMC,10,10,50
20130915X53135,2013,2045,AK,571130N,1543014W,300,135,PLT,33,,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,DEHAVILLAND,BEAVER DHC 2,VMC,9,10,54
20130927X25443,2013,2100,TX,301049N,0974047W,100,135,PLT,65,,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-CG/weight distribution-Capability exceeded - C,PILATUS AIRCRAFT LTD,PC-12/47E,VMC,5,10,93
20130930X75500,2013,1622,NV,392956N,0119465W,500,121,CPLT,25,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Terrain induced turbulence-Contributed to outcome - C,BOMBARDIER,DHC-8-402,VMC,15,10,63
20131005X30119,2013,251,,015344N,1453725E,450,135,PLT,59,,CL1,3,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained - C,PIPER,PA32 - 300,VMC,4,10,79
20131008X21430,2013,2200,AK,592237N,0155921W,552,135,PLT,69,,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,PIPER,PA 18-150,VMC,,10,45
20131018X11441,2013,1951,TX,033124N,0096124W,401,121,CPLT,26,,CL1,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Fatigue/wear/corrosion - C,AIRBUS,A319 132,Unk,0,,0
20131021X42436,2013,1003,PR,018150N,0065230W,400,135,PLT,36,M,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Not attained/maintained - C,BRITTEN-NORMAN,BN-2A-8,VMC,,10,77
20131022X24004,2013,445,HI,002160N,0156430W,100,135,CPLT,24,,CL1,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Damaged/degraded - C,CESSNA,208,VMC,5,10,79
20131023X24855,2013,2330,AK,593844N,1512836W,552,121,CPLT,58,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew - C,BEECH,1900C,VMC,5,10,43
20131028X02723,2013,1405,,,,402,121,,,,,0,,BOEING,757 223,,,,0
20131106X60949,2013,1610,ID,444445N,1154937W,450,135,PLT,66,,CL2,3,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained - C,CESSNA,U206F,VMC,,9,30
20131120X22428,2013,240,TX,333825N,1014648W,500,135,PLT,53,,CL2,0,Aircraft-Aircraft systems-Landing gear system-(general)-Incorrect use/operation - C,AERO COMMANDER,500 - B,VMC,16,10,64
20131121X13345,2013,1000,TX,294546N,0952259W,402,121,CPLT,53,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,767 322,VMC,70,10,0
20131122X05100,2013,320,KS,374451N,0971316W,550,121,CPLT,51,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew - C,BOEING,747 - 409LCF,VMC,5,10,54
20131126X92315,2013,1730,AK,070030N,0147120W,500,135,CPLT,26,,CL1,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low visibility-Contributed to outcome,BEECH,1900C,IMC,30,0,-17
20131128X10038,2013,651,PA,415030N,0754825W,100,135,PLT,29,,CL1,0,Aircraft-Fluids/misc hardware-Fluids-Water-Fluid condition - C,CESSNA,210L,VMC,15,3,19
20131130X23954,2013,324,AK,006233N,0163169W,500,135,PLT,68,M,CL2,5,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Below VFR minima-Effect on operation - C,CESSNA,208B,IMC,6,3,18
20131203X94343,2013,10,PR,018234N,0663518W,404,135,CPLT,28,M,CL1,2,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Lateral/bank control-Not specified,FAIRCHILD,SA227-AC,VMC,5,10,79
20131204X10556,2013,2110,IN,403756N,0861153W,404,135,CPLT,53,,CL1,0,Aircraft-Aircraft structures-(general)-(general)-Failure - C,CESSNA,560,VMC,9,10,41
20131205X11728,2013,1042,,402946N,0033347W,300,121,,,,,0,,BOEING,767 - 300ER,,,,0
20131211X33313,2013,122,HI,021130N,0156590W,401,135,PLT,60,,CL1,1,Aircraft-Aircraft handling/service-Maintenance/inspections-Scheduled maint checks-Not inspected,CESSNA,208B,VMC,15,10,81
20131212X22541,2013,2330,AK,624419N,0143013W,551,135,PLT,38,,CL2,0,Personnel issues-Action/decision-Action-Delayed action-Pilot - C,CESSNA,185,VMC,9,10,57
20131214X34904,2013,1608,WI,004400N,0009100W,402,135,PLT,47,,CL2,0,Aircraft-Aircraft structures-Windows-windshield system-Flight compartment windows-Failure - C,BEECH,E90,VMC,7,10,-9
20131218X65303,2013,2130,AK,604656N,0161510W,301,135,PLT,28,,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CESSNA,172M,VMC,8,10,7
20131220X70905,2013,1421,AK,702039N,1505641W,100,121,CPLT,52,,CL1,0,Aircraft-Aircraft systems-Equipment/furnishings-Cargo compartments-Incorrect use/operation - C,DOUGLAS,DC-6,VMC,10,4,-6
20131220X80310,2013,451,FL,275941N,0823232W,500,135,PLT,58,,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip engine power section-Failure - C,CESSNA,210N,VMC,4,10,64
20131224X22946,2013,2215,MO,038451N,0902232W,300,121,,,,,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment - C,BOEING,737 3H4,Unk,,,0
20140106X40632,2013,40,PA,040024N,0751016W,404,121,CPLT,28,M,CL1,0,Aircraft-Aircraft structures-Wing structure-Leading edge devices-Damaged/degraded,DE HAVILLAND,DHC8 - 102,VMC,7,,27
20140109X32656,2014,120,NV,036448N,0011598W,551,121,CPLT,43,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot - C,BOEING,737,VMC,7,10,54
20140110X14059,2014,2330,TN,036736N,0864055W,402,121,CPLT,51,,CL1,0,Aircraft-Aircraft systems-Equipment/furnishings-Buffet/galleys-Malfunction - C,BOEING,737 7H4,VMC,3,10,37
20140110X15754,2014,1200,GA,033131N,0834828W,404,121,CPLT,49,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,757 232,IMC,7,1,39
